34277054	cost	not	bear	can	11	11	8	8	9	9	7	7	It is also designed for applications that can not bear the cost of a GPS receiver at each node , or for which GPS signals are inaccessible .
54602821	thought	not	bear	can	5	5	2	2	3	3	1	1	She can not bear the thought of having to give in to her bloodthirst and that she , since she is already dead , could never see her mother and sister again .
3413545	anyone	not	bear	can	40	40	38	38	39	39	37	37	After finding lodgings with Miss Belle Frierne -LRB- where Humphrey Place also resides -RRB- , and splitting up with his fianc e Jinny due to her being ill -LRB- his `` fatal flaw '' is that he can not bear anyone who is ill -RRB- , Dougal embarks upon a mission of disruption throughout Peckham .
44322423	thought	not	bear	ca	19	19	16	16	17	17	15	15	Sidney ' s mother thinks only of her own needs , while clinging Mrs Piper ca not bear the thought that her son will one day leave her , and does her best to break up Sidney and Peter ' s relationship .
66284424	separation	not	bear	can	35	35	32	32	33	33	31	31	They propose to Titino to go away with him in Italy , since he had long been stalked for the whole of Africa for cheating the British military , but they can not bear the separation from the people who welcomed him and loved for so long .
73174965	thought	not	bear	ca	5	5	2	2	3	3	1	1	Turnball ca not bear the thought of life without her .
23349854	fact	not	bear	ca	5	5	2	2	3	3	1	1	Bhoja ca not bear the fact that his aptamitra -LRB- intimate friend -RRB- Kalidasa is in the company of a prostitute .
77608419	fact	not	bear	can	36	36	32	32	33	33	31	31	You have thounsands of completely irrelevant lemmata -LRB- which is not the worst thing on Wikipedia , much worse is the total nonsense purported in popular lemmata -RRB- , but you can not bear this simple fact of life .
7086978	burden	not	bear	can	25	25	29	29	30	30	28	28	A lovely , pure , noble , and most moral nature , without the strength of nerve which forms a hero , sinks beneath a burden which it can not bear , and must not cast away .
41510269	loss	not	bear	can	5	5	2	2	3	3	1	1	Mother can not bear the loss of all of her children and not having even her daughter close to her at an old age , her mourning too heavy to bear .
77858757	environment	not	bear	can	5	5	2	2	3	3	1	1	Zekai can not bear the environment of the prison and hangs himself while he is in the prison .
41324176	burden	not	bear	can	11	11	8	8	9	9	7	7	Mulvey argues that `` the male figure can not bear the burden of sexual objectification .
8568869	love	not	bear	can	40	40	35	35	36	36	34	34	After well over a year -LRB- from the perspective of the Doctor and herself -RRB- of service at the Doctor ' s side , Martha parts from the Doctor ' s company as she can not bear her own unrequited love for him .
69072667	name	not	bear	can	21	21	18	18	19	19	17	17	There is no reason an article that describes the more general events related to the person , can not bear the name of that person .
53429336	idea	not	bear	can	5	5	2	2	3	3	1	1	Sam can not bear the idea , but when Mary volunteers , he gives in and does it himself .
4283749	life	not	bear	can	5	5	3	3	4	4	2	2	Act 3Almanzor can not bear life away from Nora i me and steals into the garden of the Alhambra to meet her .
3545309	pain	not	bear	ca	37	37	34	34	35	35	33	33	After a conversation with Klem about his recently deceased pet sea monkey , Death realizes all of the pain and suffering he has caused the world through taking away life , and he ca not bear the pain anymore , so he kills himself .
65007207	sight	not	bear	ca	5	5	2	2	3	3	1	1	Tolomeo ca not bear the sight and rushes to defend his wife .
60625081	thought	not	bear	can	5	5	2	2	3	3	1	1	Ted can not bear the thought of submitting his child to such an ordeal and decides not to contest custody .
65917732	aspect	not	bear	can	10	10	6	6	7	7	5	5	They develop when your mind can not bear a particular aspect of reality .
60912589	situation	not	bear	can	9	9	6	6	7	7	5	5	Susan , completely shattered , can not bear the situation .
55179116	idea	not	bear	can	14	14	11	11	12	12	10	10	The Singaporean Chinese -RSB- have never known Malay rule and can not bear the idea that the people they have so long kept under their heels should now be in a position to rule them .
17673177	burden	not	bear	can	9	9	6	6	7	7	5	5	I am quite discouraged and can not bear this burden any longer .
27621275	seal	not	bear	can	17	17	13	13	14	14	12	12	However , quartz or solar movement clocks made by these same manufacturers can not bear the VDS seal even though their mechanical movement models do display the seal .
70405291	pain	not	bear	can	22	22	19	19	20	20	18	18	We are familiar with pain , and to some of us , rejection is painful ; our egos can not bear the pain .
54602824	thought	not	bear	can	5	5	2	2	3	3	1	1	She can not bear the thought , she says , of him being laid to rest anywhere but next to her mother and , although she loves him , she is ashamed of him .
14406943	vision	not	bear	can	41	41	38	38	39	39	37	37	In one scene , Tae-ju is tormented by Kang-woo appearing directly above her and making a repeated stabbing motion with sewing scissors , each time stopping the sharp tips just short of her lips , until she can not bear the vision anymore and hides under a bed sheet - only to have Kang-woo reappear under the sheets .
53624470	idea	not	bear	ca	5	5	2	2	3	3	1	1	Runkel ca not bear the idea of his wife having more success than himself .
43707413	jar	not	bear	can	25	25	16	16	17	17	15	15	So exquisite and lively meanwhile is the feeling of the part affected , that it can not bear the weight of the bedclothes nor the jar of a person walking in the room .
20295422	thought	not	bear	can	15	15	12	12	13	13	11	11	Due to the death of a friend , Nutso , Shep can not bear the thought of playing again .
5827730	thought	not	bear	can	15	15	12	12	13	13	11	11	At the end of this statement , Smith states that he can not bear the thought of `` walls , razor wire , and steel metal bars '' for the rest of his life .
44372578	confinement	not	bear	can	5	5	2	2	3	3	1	1	Simon can not bear this confinement and begs Jiriki to let him leave , but the Sithi prince can not go against a Word of Command from his parents .
34980337	thought	not	bear	ca	18	18	15	15	16	16	14	14	Louise -LRB- Myles -RRB- is stuck in a run-down girls ' boarding school and ca not bear the thought of being away from her lover , art teacher Matthew , during the half term break .
54602822	thought	not	bear	can	5	5	2	2	3	3	1	1	She can not bear the thought of him leaving and asks him for a kiss , which turns into a passionate embrace , just in time for the king to interrupt .
52153466	smell	not	bear	can	31	31	27	27	29	29	26	26	On the other hand , it is very common for people to have an aversion to a particular food or ingredient to the extent that they can not even bear the smell or the sight of it .
53830680	thought	not	bear	can	18	18	15	15	16	16	14	14	She asks him to carry out his duty and rule Ayodhya , but he can not bear the thought of sitting on the throne with his father dead and his brothers in exile in the forest .
44295222	thought	not	bear	can	17	17	14	14	15	15	13	13	Similarly , there are lesbians who like anal sex and others `` who can not bear the thought of it '' .
17084543	humiliation	not	bear	can	5	5	2	2	3	3	1	1	I can not bear the humiliation of the subject that is pride of 130 crores Indianns and who inspires world122 .
76487160	thought	not	bear	can	28	28	25	25	26	26	24	24	When it appears in the story Tsukune will be expelled , Moka states she would rather drop out and go with him because she can not bear the thought of them being separated .
12276485	existence	not	bear	can	29	29	27	27	28	28	26	26	But Taleniekov denies all offers of running away and tells Scofield to run away with Antonia while he will take care of the rest as he can not bear existence in a form where he can not talk or move freely .
4975122	beast	not	bear	can	4	4	10	10	11	11	9	9	Debt deflation is a beast of burden that capitalism can not bear alone .
12095430	defense	not	bear	can	16	16	11	11	12	12	10	10	Because we have no doubt that the Controlled Substances Act can not bear a medical necessity defense to distributions of marijuana , we do not find guidance in this avoidance principle .
8924437	burden	not	bear	can	22	22	18	18	19	19	17	17	Empirically false assumptions about human motivation , cognitive processes , access to information , or social relations can not bear the explanatory burden in a mechanistic explanation no matter how well they predict the outcome to be explained .
68551040	load	not	bear	can	11	11	7	7	8	8	6	6	The only disadvantage is that they can not bear as much load because of higher stresses .
29408298	fact	not	bear	ca	13	13	10	10	11	11	9	9	He is actually in love with her , and ca not bear the fact that she , on the other hand , is in love with the Prince .
16032129	noise	not	bear	can	12	12	10	10	11	11	9	9	A rich , retired admiral , Sir Morosus , can not bear noise of any kind , particularly his garrulous housekeeper , so his barber suggests she should be replaced by a quiet young wife .
18682040	possibility	not	bear	can	18	18	15	15	16	16	14	14	As the story closes the father is boarding up the post office as they can not bear the possibility of another letter and any further reminder of how much they have lost .
23805123	thought	not	bear	ca	21	21	18	18	19	19	17	17	Ever since , Solok has always gloated about Vulcan superiority in all things , and now Sisko ca not bear the thought of Solok beating him at his own game .
60975478	weight	not	bear	can	26	26	23	23	24	24	22	22	Surgical repair , utilizing ORIF is generally required , and because there is no lateral restraint of the foot , the ankle can not bear any weight while the bone knits .
41825026	thought	not	bear	can	5	5	2	2	3	3	1	1	Michel can not bear the thought of her leaving and tells his father that he would tell him where the stolen crosses are , but in return he should not give Paulette to the police looking for her .
48796506	heir	not	bear	can	44	44	41	41	42	42	40	40	Ottokar is at the height of his powers , having recently defeated the Hungarians at the Battle of Kressenbrunn , and the play opens with news that Ottokar is divorcing from his wife Margarete , on the grounds that she can not bear an heir , and that they are in any case distantly related .
14172226	fact	not	bear	can	9	9	6	6	7	7	5	5	In Series Three , Hyacinth can not bear the fact her neighbours get a celebrity to attend their barbecue , and she sets out to do the same at her function .
37762903	possibility	not	bear	ca	14	14	11	11	12	12	10	10	Krusty has been described as `` the consummate showman who ca not bear the possibility of not being on the air and not entertaining people .
62725919	sight	not	bear	can	14	14	9	9	10	10	8	8	The sage soon discovers that his ugly wife can not bear the sound or sight of any auspicious things and complains to Vishnu or the sage Markendeya -LRB- in some versions -RRB- .
24451243	life	not	bear	can	12	12	10	10	11	11	9	9	Emily is madly in love , however , and can not bear life without him .
30707722	thought	not	bear	can	8	8	5	5	6	6	4	4	For the moment I can not bear the thought of London .
68827444	coverage	not	bear	can	21	21	18	18	19	19	17	17	The plant is not seriously affected by insects , disease , or grazing , but the shoots can not bear sand coverage .
35532973	thought	not	bear	ca	12	12	9	9	10	10	8	8	Lorelai does not have the money , but ca not bear the thought of disappointing her daughter .
17075797	idea	not	bear	ca	5	5	2	2	3	3	1	1	I ca not bear the idea that somebody else would get to wear my Paris Hilton wig , but you never know .
34198353	weight	not	bear	can	11	11	8	8	9	9	7	7	It is a fragile thread ; it can not bear the weight of facts and dates .
33223429	thought	not	bear	can	7	7	4	4	5	5	3	3	Jaya and Vijaya can not bear the thought of staying away from Vishnu for seven lives .
37934011	shock	not	bear	can	15	15	12	12	13	13	11	11	Karan delivers this bad news to Hussein mother , and she can not bear the shock and dies of misery .
10353823	thought	not	bear	can	25	25	22	22	23	23	21	21	He was a star football player before his high school graduation , and suffers from a worrying , domineering mother who can not bear the thought of Barry leaving her .
65951916	distress	not	bear	can	17	17	12	12	13	13	11	11	They may themselves go without food and clothing , but they can not bear their comrades ' distress .
